url,image,title,date,shop,price,comparative_unit,comparative_unit_price,discount,discount_price,comparative_unit_discount_price,valid_until,weight
https://www.lastmile.lt/chain/IKI/product/Avietes-125-g-2457,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_7YQCFGGdirLHCRp6pKNR_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698231913943231&alt=media,"Avietės, 125 g",2025-08-10,IKI,2.49,kg,19.92,True,1.99,15.92,2025-08-10,
https://barbora.lt/produktai/avietes-250-g-13955,https://cdn.barbora.lt/products/80e91609-f148-4a75-a5f3-ac57a2dfddf2_s.png,"Avietės, 250 g",2025-08-10,MAXIMA,4.19,kg,16.76,False,4.19,16.76,,
https://www.lastmile.lt/chain/IKI/product/Avietes-250-g-84657,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_84657_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698234840183849&alt=media,"Avietės, 250 g",2025-08-10,IKI,4.79,kg,19.16,False,4.79,19.16,,
https://www.rimi.lt/e-parduotuve/lt/produktai/vaisiai-darzoves-ir-geles/vaisiai-ir-uogos/uogos/lietuviskos-avietes-1-kl-125g/p/903227,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_903227_PCE_LT","Lietuviškos avietės, 1 kl. 125g",2025-08-10,RIMI,2.89,kg,23.12,False,2.89,23.12,,
https://barbora.lt/produktai/avietes-well-done-125-g,https://cdn.barbora.lt/products/217e0050-d566-494e-9010-cb1fc4e8d139_s.png,"Avietės WELL DONE, 125 g",2025-08-10,MAXIMA,2.99,kg,23.92,False,2.99,23.92,,
https://www.rimi.lt/e-parduotuve/lt/produktai/vaisiai-darzoves-ir-geles/vaisiai-ir-uogos/uogos/avietes-rimi-125-g/p/904821,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_904821_PCE_LT","Avietės RIMI, 125 g",2025-08-10,RIMI,2.99,kg,23.92,False,2.99,23.92,,
https://www.lastmile.lt/chain/IKI/product/Silauoges-500-g-254349,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_50eDYDJianuYdN8ZXZCm_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698231776041924&alt=media,"Šilauogės, 500 g.",2025-08-10,IKI,4.99,kg,9.98,True,2.99,5.98,2025-08-10,
https://barbora.lt/produktai/lietuviskos-silauoges-500-g,https://cdn.barbora.lt/products/cd189527-ee69-4478-a479-5f839cbcd424_s.png,"Lietuviškos šilauogės, 500 g",2025-08-10,MAXIMA,5.99,kg,11.98,True,3.99,7.98,2025-08-11,
https://www.lastmile.lt/chain/IKI/product/Silauoges-250-g-72479,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_wUVH0V9XkLpz4pzY3IGb_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698240062774285&alt=media,"Šilauogės, 250 g",2025-08-10,IKI,3.49,kg,13.96,True,2.49,9.96,2025-08-10,
https://www.lastmile.lt/chain/IKI/product/Silauoges-125-g-2435,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_M87v3K7rAKd3uXycQ3Ab_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698236172528921&alt=media,"Šilauogės, 125 g",2025-08-10,IKI,1.99,kg,15.92,True,1.59,12.72,2025-08-10,
https://barbora.lt/produktai/silauoges-500-g,https://cdn.barbora.lt/products/70d2207b-83f6-466a-a146-64a0d29a7869_s.png,"Šilauogės, 500 g",2025-08-10,MAXIMA,7.99,kg,15.98,False,7.99,15.98,,
https://barbora.lt/produktai/silauoges-kibirelyje-400-g,https://cdn.barbora.lt/products/67c6635a-31d6-4949-b784-0e6c08dfc460_s.png,"Šilauogės kibirėlyje, 400 g",2025-08-10,MAXIMA,6.99,kg,17.48,False,6.99,17.48,,
https://barbora.lt/produktai/silauoges-well-done-125-g,https://cdn.barbora.lt/products/941e8068-469a-4f6d-a0bd-61d23469ac1b_s.png,"Šilauogės WELL DONE, 125 g",2025-08-10,MAXIMA,2.49,kg,19.92,False,2.49,19.92,,
https://barbora.lt/produktai/svogunai-1-kg-80990,https://cdn.barbora.lt/products/53bf83ce-2f3f-4e63-8115-5d13a458f5b3_s.png,"Svogūnai, 1 kg",2025-08-10,MAXIMA,0.99,kg,0.99,True,0.49,0.49,2025-08-11,
https://www.lastmile.lt/chain/IKI/product/Svogunai-CLEVER-255268,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_BoT2PeAAz5J3AuHCTyte_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698232501076664&alt=media,Svogūnai CLEVER ,2025-08-10,IKI,0.99,kg,0.99,True,0.79,0.79,2025-08-10,
https://www.rimi.lt/e-parduotuve/lt/produktai/vaisiai-darzoves-ir-geles/darzoves-ir-grybai/svogunai-porai-ir-cesnakai/svogunai-d-40-60mm-kg/p/937069,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_937069_KGM_LT","Svogūnai d.40-60mm, kg",2025-08-10,RIMI,0.85,kg,0.85,False,0.85,0.85,,
https://www.lastmile.lt/chain/IKI/product/Rausvieji-svogunai-2663,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_oDfDB62oOOMViNJG6XzM_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698239408639339&alt=media,Rausvieji svogūnai ,2025-08-10,IKI,1.59,kg,1.59,False,1.59,1.59,,
https://barbora.lt/produktai/rausvieji-svogunai-1-kg,https://cdn.barbora.lt/products/81cb7d76-dcbe-4154-ac5c-7ea2fd4119ef_s.png,"Rausvieji svogūnai, 1 kg",2025-08-10,MAXIMA,1.59,kg,1.59,False,1.59,1.59,,
https://www.rimi.lt/e-parduotuve/lt/produktai/vaisiai-darzoves-ir-geles/darzoves-ir-grybai/svogunai-porai-ir-cesnakai/raudonieji-svogunai-45-kg/p/244626,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_244626_KGM_LT","Raudonieji svogūnai 45+, kg",2025-08-10,RIMI,1.59,kg,1.59,False,1.59,1.59,,
https://barbora.lt/produktai/maltos-aitriosios-paprikos-saldva-25-g,https://cdn.barbora.lt/products/312488ca-6c82-40f1-91b0-91fa67f6f239_s.png,"Maltos aitriosios paprikos SALDVA, 25 g",2025-08-10,MAXIMA,0.69,kg,27.6,True,0.48,19.2,2025-08-11,
https://barbora.lt/produktai/maltos-aitriosios-paprikos-well-done-40-g,https://cdn.barbora.lt/products/057a8abe-080d-4617-ad37-2b68ec6667ef_s.png,"Maltos aitriosios paprikos WELL DONE, 40 g",2025-08-10,MAXIMA,0.99,kg,24.75,False,0.99,24.75,,
https://www.lastmile.lt/chain/IKI/product/Aitrioji-raudonoji-paprika-IKI-50-g-260575,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_8ZicbNJWgi4seDtzEUIr_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698232136489733&alt=media,"Aitrioji raudonoji paprika IKI, 50 g",2025-08-10,IKI,1.49,kg,29.8,False,1.49,29.8,,
https://www.rimi.lt/e-parduotuve/lt/produktai/bakaleja/prieskoniai/pipirai/malta-aitriosioji-paprika-saldva-25-g/p/154785,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_154785_PCE_LT","Malta aitriosioji paprika SALDVA, 25 g",2025-08-10,RIMI,0.8,kg,32.0,False,0.8,32.0,,
https://www.lastmile.lt/chain/IKI/product/Maltos-aitriosios-paprikos-IKI-40-g-259571,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_O6vUAVjFxQ1jzLz3FXMa_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698236527389570&alt=media,"Maltos aitriosios paprikos IKI, 40 g",2025-08-10,IKI,1.99,kg,49.75,False,1.99,49.75,,
https://barbora.lt/produktai/kokosu-gerimas-extra-line-17-19-proc-400-ml,https://cdn.barbora.lt/products/b35b21e5-4749-4ba4-ab8f-bb98dd4842ce_s.png,"Kokosų gėrimas EXTRA LINE, 17-19 %, 400 ml",2025-08-10,MAXIMA,1.89,l,4.73,False,1.89,4.73,,
https://barbora.lt/produktai/kokosu-gerimas-aji-400-ml,https://cdn.barbora.lt/products/de61ce76-a99a-4696-a26c-2bedb46f0f52_s.png,"Kokosų gėrimas AJI, 400 ml",2025-08-10,MAXIMA,1.99,l,4.98,False,1.99,4.98,,
https://www.rimi.lt/e-parduotuve/lt/produktai/bakaleja/pasaulio-skoniai/kokosu-pienas/kokosu-gerimas-aji-400ml/p/182692,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_182692_PCE_LT","Kokosų gėrimas AJI, 400ml",2025-08-10,RIMI,2.09,l,5.22,False,2.09,5.22,,
https://www.lastmile.lt/chain/IKI/product/Kokosu-gerimas-BILLA-400-ml-284756,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FphotoUrl%2FCvKfTzV4TN5U8BTMF1Hl_284756_OrXUvGAuc2NCJDRvzNOTXOM3rsp1_rb5N1fZ7z5aGPIVIajX6.webp?alt=media&token=489f3499-8264-454d-b372-25cd3343db48,"Kokosų gėrimas BILLA, 400 ml",2025-08-10,IKI,2.29,l,5.72,False,2.29,5.72,,
https://www.rimi.lt/e-parduotuve/lt/produktai/bakaleja/pasaulio-skoniai/kokosu-pienas/kokosu-gerimas-i-love-eco-400-ml/p/810075,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_810075_PCE_LT","Kokosų gėrimas I LOVE ECO, 400 ml",2025-08-10,RIMI,2.29,l,5.72,False,2.29,5.72,,
https://barbora.lt/produktai/ekologiskas-kokosu-gerimas-bionaturalis-400-ml,https://cdn.barbora.lt/products/bdb47979-b656-4530-bdef-3868d96cdb98_s.png,"Ekologiškas kokosų gėrimas BIONATURALIS, 400 ml",2025-08-10,MAXIMA,2.89,l,7.23,False,2.89,7.23,,
https://www.rimi.lt/e-parduotuve/lt/produktai/bakaleja/pasaulio-skoniai/kokosu-pienas/kokosu-gerimas-ica-asia-200-ml/p/813759,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_813759_PCE_LT","Kokosų gėrimas ICA ASIA, 200 ml",2025-08-10,RIMI,1.45,l,7.25,False,1.45,7.25,,
https://www.rimi.lt/e-parduotuve/lt/produktai/bakaleja/pasaulio-skoniai/kokosu-pienas/kokosu-gerimas-ica-asia-light-400-ml/p/813761,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_813761_PCE_LT","Kokosų gėrimas ICA ASIA LIGHT, 400 ml",2025-08-10,RIMI,3.19,l,7.97,False,3.19,7.97,,
https://www.rimi.lt/e-parduotuve/lt/produktai/bakaleja/pasaulio-skoniai/kokosu-pienas/kokosu-gerimas-thai-choice-400ml/p/109075,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_109075_PCE_LT","Kokosų gėrimas THAI CHOICE, 400ml",2025-08-10,RIMI,3.99,l,9.97,False,3.99,9.97,,
https://www.lastmile.lt/chain/IKI/product/Sviestiniai-moliugai-12748,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_fq0P9vLNVA6AOxsxAOBj_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698237827965903&alt=media,Sviestiniai moliūgai ,2025-08-10,IKI,1.99,kg,1.99,True,1.69,1.69,2025-08-10,
https://www.rimi.lt/e-parduotuve/lt/produktai/vaisiai-darzoves-ir-geles/darzoves-ir-grybai/moliugai-ir-cukinijos/sviestinis-moliugas-1-kg/p/212564,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_212564_KGM_LT","Sviestinis moliūgas, 1 kg",2025-08-10,RIMI,1.75,kg,1.75,False,1.75,1.75,,
https://www.lastmile.lt/chain/PROMO-CashandCarry/product/Moliugai-sviestiniai-I-klase-kg-X309496,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FOiGzdqIuls86njWsPYmw_bzr300ZnClt8MPhcxZqn_OiGzdqIuls86njWsPYmw_webpConverter_1_big.webp?generation=1698237557689971&alt=media,"Moliūgai, sviestiniai, I klasė, kg",2025-08-10,IKI,2.01,kg,2.01,False,2.01,2.01,,
https://barbora.lt/produktai/sviestiniai-moliugai-1-kg,https://cdn.barbora.lt/products/57de6d5e-c32b-4dcf-8dac-116a4a0fde03_s.png,"Sviestiniai moliūgai, 1 kg",2025-08-10,MAXIMA,2.59,kg,2.59,False,2.59,2.59,,
https://www.rimi.lt/e-parduotuve/lt/produktai/vaisiai-darzoves-ir-geles/darzoves-ir-grybai/salotos-ir-ju-misiniai/spinatai-200-g/p/909368,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_909368_PCE_LT","Špinatai, 200 g",2025-08-10,RIMI,1.69,kg,8.45,False,1.69,8.45,,
https://www.lastmile.lt/chain/IKI/product/Mazieji-spinatai-IKI-100-g-261481,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_mSSY3wBPDLbC9mgsR6gO_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698238909937274&alt=media,"Mažieji špinatai IKI, 100 g",2025-08-10,IKI,1.49,kg,14.9,True,0.89,8.9,2025-08-10,
https://barbora.lt/produktai/mazieji-spinatai-well-done-200-g,https://cdn.barbora.lt/products/b30e1179-cef4-4595-82fa-149350e34c3d_s.png,"Mažieji špinatai WELL DONE, 200 g",2025-08-10,MAXIMA,1.79,kg,8.95,False,1.79,8.95,,
https://www.lastmile.lt/chain/IKI/product/Mazieji-spinatai-200-g-253970,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_ubv2qHKOY0vUWaJN0oFU_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698239853973621&alt=media,"Mažieji špinatai, 200 g",2025-08-10,IKI,2.29,kg,11.45,False,2.29,11.45,,
https://barbora.lt/produktai/spinatai-well-done-100-g,https://cdn.barbora.lt/products/c6fa49e6-cf09-43c4-8d53-6cd1ea6a54df_s.png,"Špinatai WELL DONE, 100 g",2025-08-10,MAXIMA,1.29,kg,12.9,False,1.29,12.9,,
https://barbora.lt/produktai/lietuviska-sviezia-visciuku-broileriu-file-well-done-500-g,https://cdn.barbora.lt/products/e1f4dec3-9e42-4e84-8d0b-52f5a1a952b3_s.png,"Lietuviška šviežia viščiukų broilerių filė WELL DONE, 500 g",2025-08-10,MAXIMA,3.79,kg,7.58,False,3.79,7.58,,
https://www.rimi.lt/e-parduotuve/lt/produktai/mesa-ir-zuvis-/sviezia-paukstiena/vistiena/visciuku-krutineliu-file-rimi-500-g/p/813427,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_813427_PCE_LT","Viščiukų krūtinėlių filė RIMI, 500 g",2025-08-10,RIMI,3.99,kg,7.98,False,3.99,7.98,,
https://www.rimi.lt/e-parduotuve/lt/produktai/mesa-ir-zuvis-/sviezia-paukstiena/vistiena/svz-visciuku-broileriu-file-be-ant-rimi-1kg/p/813103,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_813103_KGM_LT","Švž.viščiukų broilerių filė be  ant.RIMI, 1kg",2025-08-10,RIMI,8.49,kg,8.49,False,8.49,8.49,,
https://barbora.lt/produktai/sviez-visciuku-broileriu-file-well-done-uzaug-be-antib-500-g,https://cdn.barbora.lt/products/20d3f54e-0537-4872-9bb6-1e9fe64594a0_s.png,"Šviežia viščiukų broilerių filė be antibiotikų WELL DONE, 500 g",2025-08-10,MAXIMA,4.79,kg,9.58,False,4.79,9.58,,
https://www.lastmile.lt/chain/IKI/product/Sviezia-visciuku-broileriu-file-IKI-MESA-500-g-253573,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FphotoUrl%2FCvKfTzV4TN5U8BTMF1Hl_253573_W5RvAbpnRicygag1V4nopPhtD8z2_RXhJEW7s1hQzFAvMWvMJ.webp?alt=media&token=f2115967-3003-4938-8a36-4a7c8ef8bfc9,"Šviežia viščiukų broilerių filė IKI MĖSA, 500 g",2025-08-10,IKI,5.29,kg,10.58,False,5.29,10.58,,
https://barbora.lt/produktai/sviezia-visciuku-broileriu-uzaugintu-be-antibiotiku-file-500-g,https://cdn.barbora.lt/products/53440a5e-918d-4ed5-b920-05fdf51b802e_s.png,"Šviežia viščiukų broilerių, užaugintų be antibiotikų, filė, 500 g",2025-08-10,MAXIMA,5.49,kg,10.98,False,5.49,10.98,,
https://www.rimi.lt/e-parduotuve/lt/produktai/mesa-ir-zuvis-/sviezia-paukstiena/vistiena/broileriu-file-gabaliukai-be-antibiotiku-500g/p/971720,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_971720_PCE_LT","Broilerių filė gabaliukai be antibiotikų,500g",2025-08-10,RIMI,5.49,kg,10.98,False,5.49,10.98,,
https://www.lastmile.lt/chain/IKI/product/Sviezia-visciuku-broileriu-file-uzauginta-be-antibiotiku-500-g-273358,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FphotoUrl%2FCvKfTzV4TN5U8BTMF1Hl_273358_W5RvAbpnRicygag1V4nopPhtD8z2_d7YlCQ77MZkZOBmbh9C1.webp?alt=media&token=03cbed00-ffe4-4998-a134-2be21fdb6fc8,"Šviežia viščiukų broilerių filė užauginta be antibiotikų, 500 g",2025-08-10,IKI,5.99,kg,11.98,False,5.99,11.98,,
https://www.lastmile.lt/chain/IKI/product/Sviezia-visciuku-broileriu-vidine-file-IKI-MESA-400-g-253577,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_gJAViFyTBnA496VE7jcx_CvKfTzV4TN5U8BTMF1Hl_webpConverter_1_big.webp?generation=1698237901364749&alt=media,"Šviežia viščiukų broilerių vidinė filė IKI MĖSA, 400 g",2025-08-10,IKI,4.99,kg,12.47,False,4.99,12.47,,
https://www.rimi.lt/e-parduotuve/lt/produktai/mesa-ir-zuvis-/sviezia-paukstiena/vistiena/broileriu-vidine-file-be-antibiotiku-400-g/p/971721,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_971721_PCE_LT","Broilerių vidinė filė be antibiotikų, 400 g",2025-08-10,RIMI,5.29,kg,13.22,False,5.29,13.22,,
https://barbora.lt/produktai/zalumynu-rinkinys-svogunu-laiskai-ir-krapai-1-vnt,https://cdn.barbora.lt/products/b585aafd-be06-41b9-979d-567d194492df_s.png,"Žalumynų rinkinys: svogūnų laiškai ir krapai, 1 vnt.",2025-08-10,MAXIMA,1.59,vnt.,1.59,False,1.59,1.59,,
https://www.lastmile.lt/chain/IKI/product/Svogunu-laiskai-289253,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FphotoUrl%2FCvKfTzV4TN5U8BTMF1Hl_289253_OrXUvGAuc2NCJDRvzNOTXOM3rsp1_LnIL039d1mn5FPY6xPrr.webp?alt=media&token=5d55e2a8-5bbf-4572-9725-ed256841d05f,Svogūnų laiškai,2025-08-10,IKI,6.99,kg,6.99,False,6.99,6.99,,
https://www.lastmile.lt/chain/IKI/product/Svogunu-laiskai-100-g-2674,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FphotoUrl%2FCvKfTzV4TN5U8BTMF1Hl_2674_W5RvAbpnRicygag1V4nopPhtD8z2_mfVpkAqMTT4gN65oTmLh.webp?alt=media&token=87b1d0fc-4c1b-4ed6-b724-29f34f5546ba,"Svogūnų laiškai, 100 g",2025-08-10,IKI,1.59,kg,15.9,False,1.59,15.9,,
